scheme,bits,is128,nanos
siphash,344,FALSE,39.31674776386404
siphash,352,FALSE,38.093736774665935
siphash,360,FALSE,38.5770087614198
siphash,368,FALSE,38.502974203919166
siphash,376,FALSE,38.82043680588143
siphash,384,FALSE,41.78090538759535
siphash,392,FALSE,42.413178000652316
siphash,400,FALSE,43.03571993177185
siphash,408,FALSE,43.473444369006195
siphash,416,FALSE,42.00634015489119
siphash,424,FALSE,43.276037394717115
siphash,432,FALSE,42.807563463180124
siphash,440,FALSE,43.88998123741534
siphash,448,FALSE,46.314807100922565
siphash,456,FALSE,46.72398672041736
siphash,464,FALSE,47.00367676865167
siphash,472,FALSE,47.339915562101126
siphash,480,FALSE,46.364610853177574
siphash,488,FALSE,47.28671369842156
siphash,496,FALSE,47.547685839566675
siphash,504,FALSE,48.9168574723489
siphash,512,FALSE,50.6468054741999
siphash,520,FALSE,51.22888047593294
siphash,528,FALSE,50.77063811092806
siphash,536,FALSE,52.16439736871446
siphash,544,FALSE,50.6288582097997
siphash,552,FALSE,51.81039671604088
siphash,560,FALSE,51.79170656415633
siphash,568,FALSE,52.95909676275992
siphash,576,FALSE,54.61954708842559
siphash,584,FALSE,56.065286686103015
siphash,592,FALSE,55.55576627054984
siphash,600,FALSE,56.74940405616224
siphash,608,FALSE,54.69773744783104
siphash,616,FALSE,55.3709322142491
siphash,624,FALSE,55.62685488058151
siphash,632,FALSE,56.40186616709393
siphash,640,FALSE,59.02037209611929
siphash,648,FALSE,59.45742013748483
siphash,656,FALSE,59.66485842941939
siphash,664,FALSE,61.40980386740331
siphash,672,FALSE,59.01684721833939
siphash,680,FALSE,59.98973406888747
siphash,688,FALSE,60.16982683363148
siphash,696,FALSE,61.5932872448241
siphash,704,FALSE,63.83165775792634
siphash,712,FALSE,64.16131664691943
siphash,720,FALSE,63.88984573910439
siphash,728,FALSE,65.56766184599076
siphash,736,FALSE,63.43669320269442
siphash,744,FALSE,64.32948541360365
siphash,752,FALSE,64.48605271390583
siphash,760,FALSE,67.1002418781124
siphash,768,FALSE,68.70341480948957
siphash,776,FALSE,68.37834947538337
siphash,784,FALSE,68.54904191128506
siphash,792,FALSE,70.96538550247118
siphash,800,FALSE,67.38698119487435
siphash,808,FALSE,69.50360618539374
siphash,816,FALSE,68.9219137740813
siphash,824,FALSE,69.46392783681864
siphash,832,FALSE,72.43142782969885
siphash,840,FALSE,75.31297571203913
siphash,848,FALSE,73.13880490386312
siphash,856,FALSE,74.31202902421651
siphash,864,FALSE,72.4021189791517
siphash,872,FALSE,73.66196354072194
siphash,880,FALSE,79.01113856855207
siphash,888,FALSE,74.33007204211692
siphash,896,FALSE,76.37681856304165
siphash,904,FALSE,77.16859721699886
siphash,912,FALSE,77.78164769493455
siphash,920,FALSE,78.8931145344943
siphash,928,FALSE,77.6972232409999
siphash,936,FALSE,77.55684676791277
siphash,944,FALSE,77.73611782032401
siphash,952,FALSE,79.8500742647787
siphash,960,FALSE,81.48262006989515
siphash,968,FALSE,81.83193012484897
siphash,976,FALSE,81.01595574053395
siphash,984,FALSE,83.05845154027223
siphash,992,FALSE,81.57458006603383
siphash,1000,FALSE,82.51383983359334
siphash,1008,FALSE,83.28855315579786
siphash,1016,FALSE,83.73135157983727
siphash,1024,FALSE,86.05643519011609
siphash,1032,FALSE,86.28433769858309
siphash,1040,FALSE,86.89155543537048
siphash,1048,FALSE,87.14761717898408
siphash,1056,FALSE,85.13439978034047
siphash,1064,FALSE,86.92548694112439
siphash,1072,FALSE,86.35753595718586
siphash,1080,FALSE,87.74605706582791
siphash,1088,FALSE,89.90725019803101
siphash,1096,FALSE,90.53328887368902
siphash,1104,FALSE,90.50956481800436
siphash,1112,FALSE,91.05420656951192
siphash,1120,FALSE,91.52168802423114
siphash,1128,FALSE,91.40029915532614
siphash,1136,FALSE,91.24930647448015
siphash,1144,FALSE,92.0154057591623
siphash,1152,FALSE,93.86205847112389
siphash,1160,FALSE,94.37708373552124
siphash,1168,FALSE,94.73014455782314
siphash,1176,FALSE,95.29918297455968
siphash,1184,FALSE,93.29533374384236
siphash,1192,FALSE,94.58862633275477
siphash,1200,FALSE,94.4832988017973
siphash,1208,FALSE,96.2671340620681
siphash,1216,FALSE,98.71792715315543
siphash,1224,FALSE,99.17196053469128
siphash,1232,FALSE,99.42318810866223
siphash,1240,FALSE,99.48596208408564
siphash,1248,FALSE,99.18709890965732
siphash,1256,FALSE,102.24759503592423
siphash,1264,FALSE,98.80547725479884
siphash,1272,FALSE,104.54866119857124
siphash,1280,FALSE,102.64316469178539
siphash,1288,FALSE,102.91412458137977
siphash,1296,FALSE,103.2881520420542
siphash,1304,FALSE,103.75804285908043
siphash,1312,FALSE,103.35818094978166
siphash,1320,FALSE,103.1091021416804
siphash,1328,FALSE,103.82935773480663
siphash,1336,FALSE,105.40567676486937
siphash,1344,FALSE,107.50896840928152
siphash,1352,FALSE,109.27996484320067
siphash,1360,FALSE,108.75691752723158
siphash,1368,FALSE,108.7911610700057
siphash,1376,FALSE,108.15142264204952
siphash,1384,FALSE,107.9136245861523
siphash,1392,FALSE,108.3909613435645
siphash,1400,FALSE,109.33572739187417
siphash,1408,FALSE,112.07187756297598
siphash,1416,FALSE,112.81546980854198
siphash,1424,FALSE,112.02433501184835
siphash,1432,FALSE,112.50298331843909
siphash,1440,FALSE,111.66700164744645
siphash,1448,FALSE,115.13649246987953
siphash,1456,FALSE,112.79071179766773
siphash,1464,FALSE,113.74874676412365
siphash,1472,FALSE,115.34283833435396
siphash,1480,FALSE,116.21284174876847
siphash,1488,FALSE,116.10888562142084
siphash,1496,FALSE,116.90608993309475
siphash,1504,FALSE,116.14266228687627
siphash,1512,FALSE,116.68278345651831
siphash,1520,FALSE,117.01014071146245
siphash,1528,FALSE,117.43689923712651
siphash,1536,FALSE,119.93399904138042
siphash,1544,FALSE,121.04309137626464
siphash,1552,FALSE,120.8487538337369
siphash,1560,FALSE,121.97663962355996
siphash,1568,FALSE,120.38070287018917
siphash,1576,FALSE,122.40375573770493
siphash,1584,FALSE,121.77949093904448
siphash,1592,FALSE,121.98874151349561
siphash,1600,FALSE,124.19771509402563
siphash,1608,FALSE,126.09266098009701
siphash,1616,FALSE,124.90894772230627
siphash,1624,FALSE,126.05757094594594
siphash,1632,FALSE,124.53754201324054
siphash,1640,FALSE,125.26243944046401
siphash,1648,FALSE,126.41695920466233
siphash,1656,FALSE,126.09767137444022
siphash,1664,FALSE,129.42446348217376
siphash,1672,FALSE,131.76936695652174
siphash,1680,FALSE,129.22877861261577
siphash,1688,FALSE,132.57424859550562
siphash,1696,FALSE,128.8859499029811
siphash,1704,FALSE,130.7598245303084
siphash,1712,FALSE,131.13456552706552
siphash,1720,FALSE,130.57913416815742
siphash,1728,FALSE,132.8007099209202
siphash,1736,FALSE,134.13725893824486
siphash,1744,FALSE,133.70133865409034
siphash,1752,FALSE,134.31134293002916
siphash,1760,FALSE,133.01656965037526
siphash,1768,FALSE,136.20399779330634
siphash,1776,FALSE,135.237448734528
siphash,1784,FALSE,134.2231991092967
siphash,1792,FALSE,139.36561789375583
siphash,1800,FALSE,139.46621231979032
siphash,1808,FALSE,139.000582925912
siphash,1816,FALSE,139.24668681526256
siphash,1824,FALSE,143.22440903054448
siphash,1832,FALSE,139.49607278963416
siphash,1840,FALSE,139.29935885167464
siphash,1848,FALSE,138.29351595540177
siphash,1856,FALSE,141.06262355212357
siphash,1864,FALSE,142.15285963551764
siphash,1872,FALSE,142.0314778037383
siphash,1880,FALSE,142.75172272193979
siphash,1888,FALSE,143.47756480754126
siphash,1896,FALSE,144.0467718398738
siphash,1904,FALSE,142.388375916023
siphash,1912,FALSE,143.58267700875098
siphash,1920,FALSE,145.42559416816457
siphash,1928,FALSE,147.19847403248446
siphash,1936,FALSE,147.58948449456304
siphash,1944,FALSE,146.63740598463406
siphash,1952,FALSE,145.4102964467005
siphash,1960,FALSE,146.75310907237514
siphash,1968,FALSE,147.28062026612076
siphash,1976,FALSE,148.0299609455293
siphash,1984,FALSE,152.0426537350392
siphash,1992,FALSE,151.61862411935348
siphash,2000,FALSE,151.45837944664032
siphash,2008,FALSE,152.41194235588972
siphash,2016,FALSE,152.42518347661982
siphash,2024,FALSE,151.0324442105263
siphash,2032,FALSE,151.5755146903403
siphash,2040,FALSE,151.50222575854022
siphash,2048,FALSE,156.2104835960801
siphash,2056,FALSE,160.8706757912746
siphash,2064,FALSE,162.0779347359382
siphash,2072,FALSE,157.91511853448276
siphash,2080,FALSE,160.20257680657724
siphash,2088,FALSE,156.8569765421373
siphash,2096,FALSE,161.3768912143013
siphash,2104,FALSE,160.07834755964106
siphash,2112,FALSE,163.43335456942003
siphash,2120,FALSE,163.20514002205073
siphash,2128,FALSE,164.55515050907482
siphash,2136,FALSE,167.20134192401687
siphash,2144,FALSE,163.37406556645854
siphash,2152,FALSE,164.54272666218938
siphash,2160,FALSE,162.31152325320153
siphash,2168,FALSE,167.88579030439683
siphash,2176,FALSE,169.01464237211405
siphash,2184,FALSE,169.0532280781463
siphash,2192,FALSE,169.99021887824898
siphash,2200,FALSE,171.22187643020595
siphash,2208,FALSE,166.8272485071199
siphash,2216,FALSE,168.79827339787923
siphash,2224,FALSE,169.61506130002314
siphash,2232,FALSE,170.85087764104944
siphash,2240,FALSE,173.0327027027027
siphash,2248,FALSE,173.84476502221185
siphash,2256,FALSE,173.19176208352886
siphash,2264,FALSE,176.49671455487518
siphash,2272,FALSE,171.54481096408318
siphash,2280,FALSE,175.72944273179988
siphash,2288,FALSE,172.7939005235602
siphash,2296,FALSE,176.14776450919513
siphash,2304,FALSE,176.32592379583033
siphash,2312,FALSE,177.96295574795573
siphash,2320,FALSE,179.16059362934362
siphash,2328,FALSE,179.89349394673124
siphash,2336,FALSE,179.8082094266278
siphash,2344,FALSE,176.5846123842028
siphash,2352,FALSE,177.58300391389432
siphash,2360,FALSE,180.0104761904762
siphash,2368,FALSE,191.8397857142857
siphash,2376,FALSE,184.47776322293623
siphash,2384,FALSE,181.86441110835608
siphash,2392,FALSE,184.74627519283405
siphash,2400,FALSE,179.8975711432851
siphash,2408,FALSE,181.9342860721443
siphash,2416,FALSE,181.01262880120635
siphash,2424,FALSE,183.8005496722138
siphash,2432,FALSE,186.34901593726283
siphash,2440,FALSE,187.43161675126902
siphash,2448,FALSE,187.44796282149224
siphash,2456,FALSE,187.7551814001022
siphash,2464,FALSE,186.61482060481805
siphash,2472,FALSE,185.87648752892775
siphash,2480,FALSE,186.18704410626773
siphash,2488,FALSE,187.89888716356108
siphash,2496,FALSE,192.33721443406023
siphash,2504,FALSE,190.45799166449595
siphash,2512,FALSE,189.6215259994774
siphash,2520,FALSE,191.01174311926607
siphash,2528,FALSE,190.23144359716014
siphash,2536,FALSE,194.279541018201
siphash,2544,FALSE,193.94598306430274
siphash,2552,FALSE,190.79474382797983
siphash,2560,FALSE,194.8840239680426
siphash,2568,FALSE,196.8413408119658
siphash,2576,FALSE,194.79308949624868
siphash,2584,FALSE,197.7721633969363
siphash,2592,FALSE,196.18694257212186
siphash,2600,FALSE,196.15011627906978
siphash,2608,FALSE,198.5751275094954
siphash,2616,FALSE,195.50201632653062
siphash,2624,FALSE,199.3307614628821
siphash,2632,FALSE,200.44858746235968
siphash,2640,FALSE,197.25870950027456
siphash,2648,FALSE,206.42335720187276
siphash,2656,FALSE,199.29129005524862
siphash,2664,FALSE,198.15122194513717
siphash,2672,FALSE,199.20993607559754
siphash,2680,FALSE,199.32921940340117
siphash,2688,FALSE,204.73509365389992
siphash,2696,FALSE,203.90660403813797
siphash,2704,FALSE,205.76820253164556
siphash,2712,FALSE,208.3634217207334
siphash,2720,FALSE,204.78531975099037
siphash,2728,FALSE,204.8491401816118
siphash,2736,FALSE,204.48918326693226
siphash,2744,FALSE,209.9093921232877
siphash,2752,FALSE,208.43851130833093
siphash,2760,FALSE,208.150867068619
siphash,2768,FALSE,206.46768787791535
siphash,2776,FALSE,211.88057464626047
siphash,2784,FALSE,209.44339704604693
siphash,2792,FALSE,209.4200609933198
siphash,2800,FALSE,209.87942324497524
siphash,2808,FALSE,211.0038054906542
siphash,2816,FALSE,212.40800820152313
siphash,2824,FALSE,211.94608989424208
siphash,2832,FALSE,212.6903858615611
siphash,2840,FALSE,214.1572850812408
siphash,2848,FALSE,210.90968009478672
siphash,2856,FALSE,213.3948514557338
siphash,2864,FALSE,216.11623175454272
siphash,2872,FALSE,215.49728413504633
siphash,2880,FALSE,215.00689334931096
siphash,2888,FALSE,217.1944547912286
siphash,2896,FALSE,219.5952861445783
siphash,2904,FALSE,219.35452265861025
siphash,2912,FALSE,223.34679491063315
siphash,2920,FALSE,215.76336269744834
siphash,2928,FALSE,217.00814498933903
siphash,2936,FALSE,220.77368967623704
siphash,2944,FALSE,221.53976729944887
siphash,2952,FALSE,223.21124654590113
siphash,2960,FALSE,221.51271243842365
siphash,2968,FALSE,223.52410311824636
siphash,2976,FALSE,221.9414210526316
siphash,2984,FALSE,222.28431098696464
siphash,2992,FALSE,220.85061624649862
siphash,3000,FALSE,222.5585054602184
siphash,3008,FALSE,227.75228097622028
siphash,3016,FALSE,226.501104140527
siphash,3024,FALSE,226.89969172695817
siphash,3032,FALSE,226.41584042888678
siphash,3040,FALSE,225.4110404807084
siphash,3048,FALSE,226.10260621433102
siphash,3056,FALSE,225.46074380165288
siphash,3064,FALSE,228.28761631612494
siphash,3072,FALSE,236.2911569191435
